word,pos,ipa,meaning,image,definition
fluctuate,/v/,/ˈflʌktʃʊeɪt/,dao động,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457558/anki_600/mgwsjdvotidrm55fe06v.jpg,to change or vary frequently between one level or thing and another;
fluctuation,/n/,/ˌflʌktʃʊˈeɪʃn̩/,sự giao động,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457559/anki_600/hst1ysfk4vtzkgwpdiy3.jpg,"a situation in which prices, levels or interest rates go up and down;"
get out of,/v/,/ˈɡet aʊt ɒv/,thôi,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457560/anki_600/ppmqmq4eudfdiwq4of0d.jpg,to avoid doing something that you do not want to do; to stop doing an activity;
indicator,/n/,/ˈɪndɪkeɪtə/,‹người/vật/chất› chỉ,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457562/anki_600/n6uewdlankx0sbtmhn6n.png,"a sign or signal that shows something exists or is true, or that makes something clear;"
lease,/n-v/,/liːs/,(n) hợp đồng cho thuê; (v) cho thuê,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457562/anki_600/olcme9st22noghqwuuax.jpg,"a contract to pay to use property for an amount of time, v. to make a contract to use property"
lock into,/v/,/lɒk ˈɪntə/,ràng buộc chặt,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457563/anki_600/jug2xbj6smsedwx37k36.jpg,to prevent a person or organization from leaving a legal or financial agreement
occupy,/n/,/'ɒkjupaɪ/ &nbsp;/'ɑːkjupaɪ/&nbsp;,sở hữu,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457566/anki_600/ueqqh9x92bgek4ccyunc.jpg,"to move into and take control or possession of a place; to fill, use, or exist in a place or a time;"
option,/n/,/ˈɒpʃn̩/,sự/quyền lựa chọn; vật/điều được chọn; tùy chọn;,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457567/anki_600/lcz0fziv5hlkhchbcnls.jpg,"one thing that can be chosen from a set of possibilities, or the freedom to make a choice;"
subject to,/adj/,/sʌbˈdʒekt tuː/,lệ thuộc vào,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457568/anki_600/in3jzwxtuab4xihsmjvj.jpg,likely to experience or suffer from something; needs something to happen before it can take place;
appeal,/n-v/,/əˈpiːl/,(lời) kêu gọi,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457569/anki_600/qskzr9r8tbiw95iqf0o4.jpg,"the quality of being interesting or attractive; a formal request that a decision, esp. a legal or official one, be changed; to be interesting or attractive; to make a serious or formal request for help, esp. in an emergency;"
arrive,/v/,/əˈraɪv/,đến,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457571/anki_600/t0uav4tacsl0lj3cpbc2.jpg,"to reach a destination; to come to a place, esp. after traveling;"
compromise,/n-v/,/ˈkɒmprəmaɪz/,(n) sự thỏa hiệp; (v) thỏa hiệp,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457579/anki_600/mbfz2lnrhk8wv7ulkmk9.jpg,"an agreement between two sides who have different opinions, in which each side gives up something it had wanted; to agree to give up something you want if the other side, which has different opinions from yours, gives up something it wants; to lower or weaken standards;"
daringly,/adv/,/ˈdeərɪŋli/,táo bạo,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457581/anki_600/rxm9pwmo96zahyp2q2gc.jpg,showing bravery and willingness to risk danger or criticism;
familiar,/adj/,/fəˈmɪlɪə/,quen,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457583/anki_600/vemniunb3flwsljwu5vr.jpg,"., often encountered or seen; common"
guide,/n/,/ɡaɪd/,hướng dẫn viên,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457584/anki_600/yt4iyff0rvsy7oabr0w2.jpg,a person whose job it is to show a place or a route to visitors; a book or piece of information that gives advice or help on how to do or understand something;
majority,/n/,/məˈdʒɒrɪti/,phần lớn,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457586/anki_600/gmypr5gdbcok0u5p08kg.jpg,more than half of a total number or amount; the larger part of something;
mix,/v/,/mɪks/,trộn lẫn,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457589/anki_600/kr36g9sxknlh2d5pllue.jpg,"to combine different substances, esp. so that the result cannot easily be separated into its parts, or to cause different substances to combine in this way;"
rely,/v/,/rɪˈlaɪ/,tin cậy vào,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457591/anki_600/ddf4cu4yizc6ga2fepeg.jpg,to depend on or trust someone or something;
secure,/v/,/sɪˈkjʊə/,tìm được,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457594/anki_600/ymmy2adcpff076pzll67.jpg,"to obtain something, sometimes with difficulty, to fasten something firmly, to make sure something is protected from danger or threat;"
subjective,/adj/,/səbˈdʒektɪv/,chủ quan; tưởng tượng,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457595/anki_600/vxhb7audklajeecq9olm.jpg,"influenced by or based on personal beliefs or feelings, rather than based on facts;"
suggestion,/v/,/səɡˈdʒestʃən/,đề nghị,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457596/anki_600/azjqniyyfifcnbopfvi1.jpg,"an idea, possible plan, or action that is mentioned for other people to consider. something that shows the existence of something but is not obvious;"
appetite,/n/,/ˈæpɪtaɪt/,sự ngon miệng,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457597/anki_600/vgvipvakri0d80vaiqmc.jpg,"a desire or need for something, esp. food;"
complete,/v-adj/,/kəmˈpliːt/,đầy đủ,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457599/anki_600/syeeixn3bpmrdf7jmuso.jpg,"v., to finish or make whole. adj., containing all the parts or pieces;"
completion,/n/,/kəmˈpliːʃn̩/,sự hoàn thành,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457600/anki_600/xasoyuk4o1feohiwk0tn.jpg,the act of finishing something that you are doing or making;
excite,/v/,/ɪkˈsaɪt/,kích thích,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457601/anki_600/sswn28ers9gsw62adzuk.jpg,"to make someone have strong feelings, esp. of happiness and enthusiasm;"
flavor,/n/,/ˈfleɪvə/,mùi vị,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457603/anki_600/utf91ujqza8vlkfpex46.jpg,"the particular way a substance, esp. food or drink, is recognized from its taste and smell;"
forget,/v/,/fəˈɡet/,quên,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457605/anki_600/mcbwjfhdocxvsllt9reb.gif,to be unable to remember
ingredient,/n/,/ɪnˈɡriːdɪənt/,thành phần,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457607/anki_600/mkpo8jrcku5ymz9wema5.jpg,one of the parts of something successful; a food that is used with other foods in the preparation of a particular dish;
judge,/v/,/dʒʌdʒ/,xét xử,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457609/anki_600/cfxjwusybyemf77mqpo6.jpg,"to have or give an opinion, or to decide about something or someone, esp. after thinking carefully;"
mix up,/n/,/'mɪks ʌp/,<div>1 lỗi gây ra sự nhầm lẫn,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457611/anki_600/vrtcbf8yk2over9sxsxu.jpg,a mistake that causes confusion;
patron,/n/,/ˈpeɪtrən/,khách hàng quen,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457612/anki_600/wb1pvq3unooqxj4zxxfo.jpg,"a regular customer; a person or group that gives money or support to a person, an activity, or an organization;"
predict,/v/,/prɪˈdɪkt/,dự đoán,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457613/anki_600/a2h6qnsouixw2ucqjabw.jpg,"., to state, tell about, or make known in advance"
random,/adj/,/ˈrændəm/,‹một cách› ngẫu nhiên,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457614/anki_600/oliwas0zhpqx0l6ofjie.jpg,"happening, done, or chosen by chance rather than according to a plan or pattern;"
remind,/v/,/rɪˈmaɪnd/,nhắc nhở,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457615/anki_600/gass70ouxdicle0hshmd.gif,", to cause to remember"
basic,/adj/,/ˈbeɪ·sɪk/,cơ bản,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457616/anki_600/opvdxbuxgiygfipy854z.jpg,"simple and not complicated, so able to provide starting point from which something can develop;"
burden,/n/,/ˈbɜr·dən/,gánh nặng (đen &amp; bóng),https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457617/anki_600/eegkixpt2rlk6cjokf3l.jpg,a duty or responsibility that is hard to bear
commonly,/adv/,/ˈkɑːmənli/,thông thường,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457624/anki_600/qn5fhxsoibrpmyxuezkl.jpg,often or usually;
delivery,/n/,/dɪˈlɪvəri/,giao hàng,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457630/anki_600/w6x2rutseksprarqygqq.jpg,"the act of taking goods, letters, or packages to people's houses or places of work;"
elegance,/n/,/ˈel.ə.ɡəns/,‹tính/sự› thanh lịch,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457632/anki_600/rbaevmtiykfaoffo6krq.jpg,graceful and attractive in appearance or behavior;
fall to,/v/,/fɔːl tuː/,bắt đầu vào việc,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457633/anki_600/la1qhawhoj3jp8ygdxsi.jpg,to begin doing something energetically; to become one’s responsibility;
impress,/v/,/ɪmˈpres/,gây ấn tượng,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457634/anki_600/xtzu4h3rhsll5kdzrjvi.jpg,"to cause someone to feel admiration or respect; to affect strongly, often favorably;"
individual,/adj/,/ˌɪndɪˈvɪdʒʊəl/,cá nhân,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457646/anki_600/abvha74cn4ggi7ovoeni.jpg,"a single person or thing, especially when compared to the group or set to which they belong; a person who thinks or behaves in their own original way;"
list,/n/,/lɪst/,danh sách,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457508/anki_600/glfm9nussugeqxycovv6.gif,"a record of short pieces of information, such as people's names, usually written or printed with a single thing on each line and often ordered in a way that makes a particular thing easy to find;"
multiple,/adj-n/,/ˈmʌltɪpl̩/,adj : nhiều,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457648/anki_600/n6kp7ze5ptthjhjzws4c.jpg,"involving many different people or things, or many different types of people or things; having, relating to, or consisting of more than one part; noun : a number that can be divided by a smaller number an exact number of times;"
narrow,/v/,/ˈnærəʊ/,chật,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457654/anki_600/ijm3bzuetzh6tak9pu0y.jpg,"having a small distance from one side to the other, especially in comparison with the length; limited to a small area of interest, activity, or thought;"
pick up,/v/,/pɪk ʌp/,đón ai đó,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457655/anki_600/hmxhpohkduxfsxw1lbet.jpg,"to get or bring someone or something from somewhere; to answer the phone; If the police pick someone up, they catch the person;"
settle,/v/,/ˈsetl̩/,đền bù cho,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457663/anki_600/ovbxb3tqxhjaqmhr9lpi.jpg,"to make compensation for, to pay; to choose;"
accustom to,/v/,/əˈkʌstəm tuː/,làm quen với cái gì,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457663/anki_600/ullorwyt9bcq6djygtk8.jpg,"to become familiar with, to become used to"
apprentice,/n/,/əˈprentɪs/,người học việc,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457665/anki_600/wxnkt9zjpnp7hdqrbe5v.jpg,"someone who has agreed to work for a skilled person for a particular period of time and often for low payment, in order to learn that person's skills;"
culinary,/adj/,/ˈkʌlɪnəri/,(thuộc) nấu nướng,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457667/anki_600/ne1q7ckwc63fb1xb5ph4.jpg,relating to the kitchen or cooking
demand,/v/,/dɪˈmænd/,đòi hỏi,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457669/anki_600/elwbevobk4xkiplv4ehd.gif,"to ask for forcefully, in a way that shows that refusal is not expected and will not be accepted;"
draw,/v/,/drɔː/,<div>(v): vẽ,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457670/anki_600/rf9n97felgq54hpaiqo9.jpg,"to cause to come by attracting; to make a picture of something or someone with a pencil, pen, etc;"
incorporate,/v/,/ɪnˈkɔːpəreɪt/,<div>sáp nhập,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457671/anki_600/wbb7h7rogeit7u1i56dw.png,to include something within something else; to make a company or organization into a legal corporation
influx,/n/,/ˈɪnflʌks/,sự chảy vào,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457672/anki_600/qi8no7nlu35utssbv9jf.jpg,an arrival of a large number of people or things at the same time;
method,/n/,/ˈmeθəd/,phương pháp,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457676/anki_600/li5nkb1vvwtreuxvfak2.jpg,a particular way of doing something;
outlet,/n/,/ˈaʊtlet/,chỗ thoát ra,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457677/anki_600/si3pust6rvnbapycjnmu.jpg,"a way, especially a pipe or hole, for liquid or gas to go out; a way in which emotion or energy can be expressed or made use of"
profession,/n/,/prəˈfeʃn̩/,nghề chuyên môn,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457681/anki_600/twzoaolfwqresgoz6th5.jpg,"any type of work that needs special training or a particular skill, often one that is respected because it involves a high level of education; the people who do a particular type of work, considered as a group;"
relinquish,/v/,/rɪˈlɪŋkwɪʃ/,bỏ,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457682/anki_600/omfsc9f58nshzcuoy3uo.jpg,to give up something such as a responsibility or claim; to unwillingly stop holding or keeping something;
theme,/n/,/θi:m/,đề tài,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457683/anki_600/hscpomsjrj4mrgimt41r.jpg,"the main subject of a discussion, writing, talk, book, film, etc."
assist,/v/,/əˈsɪst/,giúp,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457684/anki_600/mcixwoat2ra9ypfkvk4w.jpg,to take action to help someone or support something;
coordinate,/v/,/ˌkəʊˈɔːdɪneɪt/,phối hợp,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457685/anki_600/ls8zaahc27zpzmkipjha.jpg,to make many different things work effectively as a whole; to match or look attractive together;
dimension,/n/,/dɪˈmenʃn̩/,<div>(n): kích thước,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457687/anki_600/s05uoyyklcak6ue7kfob.png,"a measurement of something in a particular direction, especially its height, length, or width;"
exact,/adj/,/ɪɡˈzækt/,chính xác,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457688/anki_600/ymtn9kwh23rsdx9n1nxe.jpg,"complete, correct, or true in every way"
general,/adj/,/ˈdʒenr̩əl/,chung,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457690/anki_600/hsbmcm01pvnxu27pbxye.jpg,"not detailed, but including the most basic or necessary information; involving or relating to most people, things, or conditions, esp. when these are considered as a unit;"
ideally,/adv/,/aɪˈdiːəli/,lý tưởng,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457691/anki_600/pomcrdh3xslhxqjntztz.jpg,used when describing the perfect situation;
lead time,/n/,/liːd ˈtaɪm/,thời gian thực hiện;,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457703/anki_600/d17ye6vhz8r7b4jlsifg.jpg,"the time between the design of a product and its production, or between ordering a product and receiving it;"
plan,/n/,/plæn/,<div>noun: kế hoạch,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457705/anki_600/lrwcyxurnuoizx9oxz1g.jpg,to intend to do something or that an event or result should happen; to think about and decide what you are going to do or how you are going to do something; a set of decisions about how to do something in the future;
proximity,/n/,/prɒkˈsɪmɪti/,sự gần,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457706/anki_600/gt9cba40mgqppi3hztyu.jpg,the state of being near in space or time;
regulate,/n/,/ˌreɡjʊˈleɪʃn̩/,điều chỉnh,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457707/anki_600/aw2efyou0cz8nitksqk0.jpg,to control an activity or process by rules or a system; to adjust something to a desired level or standard;
site,/n/,/saɪt/,nơi,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457708/anki_600/jdnellen9vrv3fdw4fxe.jpg,"a place where something happened, is happening, or will happen; the piece of ground on which you can put up a tent, park a caravan, etc;"
stage,/v/,/steɪdʒ/,trình diễn,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457709/anki_600/v7dpdgomchgi1ubbojgy.jpg,"to arrange and perform a play or show, to organize an event; the area in a theatre that is often raised above ground level and on which actors or entertainers perform;"
agent,/n/,/'eidʒənt/,đại lý,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457710/anki_600/hedt3zw1aqt4rfqebqri.jpg,a representative of a company
announcement,/n/,/əˈnaʊnsmənt/,(sự/lời) thông báo,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457711/anki_600/j1o8rtmpmfai4y03fboz.gif,"something that someone says officially, giving information about something;"
beverage,/n/,/ˈbevərɪdʒ/,đồ uống,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457712/anki_600/uu5zpfokzpm7c697qjos.jpg,a drink other than plain water
blanket,/n-v/,/ˈblæŋkɪt/,(n): chăn,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457714/anki_600/titf8kfpnebpztauchlg.jpg,"a flat cover made of wool or similar warm material, usually used on a bed for keeping warm. to cover something completely with a thick layer;"
board,/v-n/,/bɔːd/,(v): lên tàu (máy bay,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457715/anki_600/kcwtkip3ghz0ciuv4y0x.jpg,"to enter /  to get onto a boat, plane, or train;"
claim,/v/,/kleɪm/,đòi hỏi,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457716/anki_600/dh2ywiezzrkh4haprh75.jpg,"to ask for something of value because you think it belongs to you or because you think you have a right to it; to say that something is true or is a fact, although you cannot prove it and other people might not believe it; a request to an insurance company for payment relating to an accident, illness, damage to property, etc;"
delay,/v/,/dɪˈleɪ/,chậm trễ,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457717/anki_600/revkl2mgd59ab8uumssp.jpg,to make something happen at a later time than originally planned or expected; to cause someone or something to be slow or late;
embarkation,/v/,/im,sự cho lên tàu,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457717/anki_600/u2iykfinkaveixnxxvwn.jpg,the process of getting on a plane or ship;
itinerary,/n/,/aɪˈtɪnərəri/,tuyến đường,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457718/anki_600/vyz9g9mumebvcq9jokc2.jpg,a detailed plan or route of a trip;
prohibit,/v/,/prəˈhɪbɪt/,cấm,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457720/anki_600/zqdq3uttqscgtlbs9uw9.jpg,"to officially forbid something, to prevent something by making it impossible;"
valid,/adj/,/ˈvælɪd/,có giá trị,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457721/anki_600/pg2ter1mylemaduhamjc.jpg,based on truth or reason; able to be accepted; having legal force;
deal with,/v/,/diːl wɪð/,giải quyết,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457721/anki_600/rb9n4pgdampzivs3bswg.jpg,"to behave towards and talk to someone in an effective way; to talk to someone or meet someone, especially as part of your job;"
destination,/n/,/ˌdestɪˈneɪʃn̩/,nơi đến,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457723/anki_600/zkgb8wsgx3gxqtnxjb0n.jpg,the place to which one is going or directed; the end of the trip;
distinguish,/v/,/dɪˈstɪŋɡwɪʃ/,phân biệt,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457724/anki_600/giazjtxiio1xlcssz7y5.jpg,"to see, hear, or experience something, esp. with difficulty; to recognize or understand the difference between two things, or to provide a quality that makes someone or something different or special;"
economize,/v/,/ˌiːkəˈnɒmɪkl̩/,tiết kiệm,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457725/anki_600/rpyulv3gbidytctl0ke9.jpg,to intentionally reduce what you are spending or using to save money;
equivalent,/adj/,/ɪˈkwɪvələnt/,tương đương,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457726/anki_600/wwox2ixpvxg5zgp8gqj0.jpg,"having the same amount, value, purpose, qualities, etc;"
excursion,/n/,/ɪkˈskɜːʃn̩/,cuộc đi chơi/du ngoạn; cuộc đi chơi tập thể (giá hạ + có thời hạn);,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457727/anki_600/npndpfriblhatkgmzf7j.jpg,"a short journey usually made for pleasure, often by a group of people"
expense,/n/,/ɪkˈspens/,phí tổn,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457729/anki_600/rukjewbs34tj5jj7cc5m.jpg,an amount of money needed or used to do or buy something; cost;
extend,/v/,/ɪkˈstend/,mở rộng,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457732/anki_600/rzdzowhyayyo0uhbpmyc.png,to add to something in order to make it bigger or longer; to make something last longer; to stretch something out;
prospective,/adj/,/prəˈspektɪv/,(thuộc) tương lai,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457733/anki_600/akzcyxzzpxak4scxfyk0.jpg,likely to become or be
situation,/n/,/ˌsɪtʃʊˈeɪʃn̩/,vị trí,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457734/anki_600/ccsqdh3ovtiznyrdz5no.jpg,a condition or combination of conditions that exist at a particular time
substantially,/adv/,/səbˈstænʃəli/,về thực chất,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457736/anki_600/iecxm9acfw5wdhhxoggf.jpg,"large in size, value or importance; to a large degree;"
system,/n/,/ˈsɪstəm/,hệ thống,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457737/anki_600/birsyh62vfjdmadqdalm.jpg,a set of connected items or devices that operate together;
comprehensive&nbsp;,/adj/,/ˌkɒmprɪˈhensɪv/,bao hàm,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457738/anki_600/llpnn3ozgwjez1gakhwf.jpg,including everything that is necessary; complete;
deluxe,/adj/,/dəˈləks/,xa xỉ,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457740/anki_600/o2e23xurlf9qpkzceg9q.jpg,very comfortable and of very high quality;
directory,/n/,/dɪˈrektəri/,danh mục,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457741/anki_600/hwkhr6qrzckeuzpjzmiy.jpg,"a book that gives a list of names, addresses, or other facts;"
duration,/n/,/djʊˈreɪʃn̩/,khoảng thời gian,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457743/anki_600/qfkmotyvuoezuvgjsmje.jpg,the length of time that something lasts;
entitle,/v/,/ɪnˈtaɪtl̩/,<div>cho phép làm cái gì,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457744/anki_600/stfdxhcn3kbbxiaigpxg.jpg,to give someone the right to do or have something;
fare,/n/,/feə/,tiền xe,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457745/anki_600/hqchfgz4pubdzt27pdyj.jpg,the money that you pay for a journey in a vehicle such as a bus or train or plane....
offset,/v/,/ˈɒfset/,bù lại,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457748/anki_600/ot6gnoghllb30xmdg0lc.jpg,"to balance one influence against an opposing influence, so that there is no great difference as a result; to pay for things that will reduce carbon dioxide in order to reduce the damage caused by carbon dioxide that you produce;"
operate,/v/,/ˈɒpəreɪt/,<div>hoạt động,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457750/anki_600/qkgmaroib7yjuyyoxmxq.jpg,"to perform a function, to work or cause something to work, be in action, or have an effect; to cut a body open for medical reasons in order to repair, remove, or replace an unhealthy or damaged part;"
punctual,/adj/,/ˈpʌŋktʃʊəl/,đúng giờ,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457751/anki_600/mzem4dyreiw4adposp11.jpg,"arriving, doing something, or happening at the expected, correct time; not late;"
relatively,/adv/,/ˈrelətɪvli/,tương đối,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457751/anki_600/wtcch8vdyqznbmzjnkkd.jpg,in comparison with other similar things or with what you expect;
remainder,/n-v/,/rɪˈmeɪndə/,phần còn lại,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457752/anki_600/mkbjcyxkbna2tfx2my3q.jpg,"the part of something that is left after the other parts have gone, been used, or been taken away; to sell a book, CD, or DVD at a reduced price, often because it has not sold as well as expected;"
remote,/adj/,/rɪˈməʊt/,xa,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457754/anki_600/dp2a09p5zd0ripmii4kv.jpg,"far away in distance, time, or relation; not close; not very friendly or showing little interest in other people;"
appeal,/n/,/əˈpiːl/,sự hấp dẫn,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457569/anki_600/qskzr9r8tbiw95iqf0o4.jpg,"the quality in someone or something that makes him, her, or it attractive or interesting; to interest or attract someone;"
advanced&nbsp;,/adj/,/əd'vɑ:nst/,tiên tiến,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457755/anki_600/bbjboavciixln1l0iuof.jpg,"modern and well developed; at a higher, more difficult level;"
chain,/n/,/tʃeɪn/,dây xích,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457761/anki_600/qlvavzcgwgg5c7ophtv8.jpg,"a group of similar businesses, such as restaurants or hotels, which are all owned and controlled by the same organization;"
check in,/v/,/tʃek ɪn/,làm thủ tục đăng ký (để vào khách sạn,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457762/anki_600/touo02phwpspadlynm3j.jpg,"to report your arrival, esp. at an airport or hotel, so that you can get the service you are paying for;"
expect,/v/,/ɪkˈspekt/,mong chờ,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457763/anki_600/kjgxpiqnxf52r6nlc9lb.jpg,"to think or believe that something will happen, or that someone will arrive; to ask for something to happen because you think you have a right to ask for it;"
housekeeper,/n/,/ˈhaʊsˌkiːpə/,bà quản gia; người coi nhà,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457764/anki_600/rud9essp5igf7y4ukxa9.jpg,"a person, usually a woman, whose job is to take care of another person’s house, esp. by cleaning it;"
notify,/v/,/ˈnəʊtɪfaɪ/,báo,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457766/anki_600/lao2suq1dpa1xasfe3cz.jpg,to tell someone officially about something;
preclude,/v/,/prɪˈkluːd/,loại trừ,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457768/anki_600/ggkrelgu8efakcqjtmsm.jpg,"to prevent something or make it impossible, or prevent someone from doing something;"
quote,/v/,/kwəʊt/,(v): trích dẫn; định giá,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457769/anki_600/pws7488wj1zmpufb22vp.png,to state a price or amount that something will cost;
rate,/n/,/reɪt/,suất,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457771/anki_600/vusew0e6o1wdoqpenwqs.jpg,an amount or level of payment; the speed at which something happens; an amount of money that is charged or paid for a particular service;
reservation,/v/,&nbsp;/,<div>(sự) giữ trước,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457772/anki_600/alftyquuuvflnsasmohy.jpg,"an arrangement to have something kept for you, for example, a seat on an aircraft or a table at a restaurant;"
service,/n/,/ˈsɜːvɪs/,(n): dịch vụ,https://res.cloudinary.com/dhy7y25sm/image/upload/v1753457774/anki_600/eyinbdqybknuuj8trezo.jpg,business activity that involves doing things for customers rather than producing goods;
